id,title,desc,date,source,url,category
32,Gugus Tugas Covid-19 Labuhanbatu Belum Miliki APD,Hingga saat ini Gugus Tugas Penanggulangan Penyebaran Covid19 Labuhanbatu belum memiliki Alat Pelindung Diri (APD) untuk mendukung penanganan penyebaran virus Covid 19 di Labuhanbatu.,2020-04-07 02:41:00,Gatra.com,https://www.gatra.com/detail/news/474672/politik/gugus-tugas-covid-19-labuhanbatu-belum-miliki-apd,Politik
33,Harta Kekayaan Wakil Gubernur DKI Riza Patria Rp19 Miliar,  Ahmad Riza Ptria resmi terpilih sebagai Wakil Gubernur DKI Jakarta untuk menemani Gubernur DKI Jakarta Anies Baswedan untuk periode pemerintahan 20172022. ,2020-04-06 14:56:00,Gatra.com,https://www.gatra.com/detail/news/474598/politik/harta-kekayaan-wakil-gubernur-dki-riza-patria-rp19-miliar,Politik
34,Kronologi Pemilihan Wagub DKI Berpolemik Hingga Acara Dimulai,Dewan Perwakilan Rakyat Daerah (DPRD) DKI Jakarta akhirnya menggelar pemilihan Wakil Gubernur (Wagub) sisa masa jabatan 20172022. Agenda tersebut dilaksanakan pada Senin (64) di Ruang Rapat Paripurna DPRD.,2020-04-07 12:53:00,Gatra.com,https://www.gatra.com/detail/news/474703/politik/kronologi-pemilihan-wagub-dki-berpolemik-hingga-acara-dimulai,Politik
35,Pemecatan Tenaga Ahli Stunting Disoal Ini kata Setwapres,Merespon rilis di sejumlah media tentang “Pemecatan sepihak tenaga ahli stunting oleh Setwapres” Plt. Deputi Pembangunan Manusia dan Pemerataan Pembangunan Sekretariat Wakil Presiden (Setwapres) Abdul Muis menegaskan bahwa  tenaga ahli tersebut bukanlah Aparatur Sipil Negara (ASN) Sekretariat Wakil Presiden. ,2020-04-04 06:27:00,Gatra.com,https://www.gatra.com/detail/news/474402/politik/pemecatan-tenaga-ahli-stunting-disoal-ini-kata-setwapres,Politik
36,Pilkada Ditunda Cabup Niga Pertanyakan Komitmen Parpol,Calon petahana Niga Dapawole akan berpasangan dengan Oris Pandango pada Pemilihan Bupati Sumba Barat pada pilkada mendatang. Namun karena pandemi virus corona pilkada serentak yang rencananya digelar September 2020 pun ditunda ke tahun depan. Kini Niga mempertanyaan loyalitas partai politik pendukungnya.,2020-04-04 12:23:00,Gatra.com,https://www.gatra.com/detail/news/474415/politik/pilkada-ditunda-cabup-niga-pertanyakan-komitmen-parpol,Politik
37,Donasi APD Gibran Sekarang Jadi Relawan Kemanusiaan Dulu,Putra sulung Presiden Joko Widodo Gibran Rakabuming Raka menyerahkan bantuan alat pelindung diri (APD) ke Pemkot Solo. Penyerahan bantuan ini dilakukan oleh Gibran setelah dirinya absen cukup lama di tengah pandemi covid19 ini.,2020-04-09 17:51:00,Gatra.com,https://www.gatra.com/detail/news/475017/politik/donasi-apd-gibran--sekarang-jadi-relawan-kemanusiaan-dulu,Politik
38,Cacat Hukum! Hentikan Pembahasan RUU Mineral dan Batubara,Komisi VII DPR RI akhirnya menunda rapat kerja dengan pemerintah yang diagendakan 84 untuk PembicaraanPengambilan Keputusan Tingkat I atas RUU tentang Perubahan atas UU Nomor 4 Tahun 2009 tentang Pertambangan Mineral dan Batubara (RUU Minerba). Sesuai isi surat Menteri ESDM untuk menunda rapat kerja karena penanganan Covid19 dan pemerintah masih perlu koordinasi antar kementerian yang dikoordinasikan Menko Perekonomian.,2020-04-07 15:59:00,Gatra.com,https://www.gatra.com/detail/news/474731/politik/cacat-hukum-hentikan-pembahasan-ruu-mineral-dan-batubara,Politik
39,Mengenang Pahlawan Sandi Roebiono Kertopati,Hari ini 4 April 2020 insan persandian Indonesia memperingati hari lahir Lembaga Sandi Negara (Lemsaneg). Lembaga yang kini berubah nama menjadi Badan Siber dan Sandi Negara (BSSN) ini sudah memiliki rekam sejarah yang panjang dalam kemerdekaan Republik Indonesia.,2020-04-04 22:00:00,Gatra.com,https://www.gatra.com/detail/news/474479/politik/mengenang-pahlawan-sandi-roebiono-kertopati,Politik
40,KPU Siak Siap Alihkan Dana Pilkada Untuk Penanganan Covid-19,Komisi Pemilihan Umum (KPU) Kabupaten Siak Provinsi Riau mengaku bersedia mengembalikan dana Pilkada Rp264 miliar untuk menanggulangi wabah virus Corona (Covid19).,2020-04-05 17:38:00,Gatra.com,https://www.gatra.com/detail/news/474528/politik/kpu-siak-siap-alihkan-dana-pilkada-untuk-penanganan-covid-19,Politik
41,Di Tengah Pandemi DPRD DKI Gelar Pemilihan Wagub , Dewan Perwakilan Rakyat Daerah (DPRD) DKI Jakarta menggelar pemilihan Wakil Gubernur (Wagub) di tengah pandemi virus corona yang semakin menyebar. Pemilihan Wagub diagendakan hari ini pukul 10.00 WIB. Anggota Panitia Pemilihan (Panlih) Wagub DKI Andyka membenarkan hal tersebut.Agenda pemilihan dimulai dengan penandatanganan pakta initegritas oleh kedua calon yakni Nurmansjah Lubis dan Ahmad Riza Patria.,2020-04-06 11:35:00,Gatra.com,https://www.gatra.com/detail/news/474576/politik/di-tengah-pandemi-dprd-dki-gelar-pemilihan-wagub-,Politik
